username;date;retweets;favorites;text;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
vecernji_list;2015/11/13;0;1;"MOST počeo objavljivati 18 modela za novu Vladu http://bit.ly/1OJ4E0I ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
tportal;2015/11/13;0;2;"Tajni sastanak Mosta: Ako ovo propadne, i mi ćemo uzeti kofere u ruke http://www.tportal.hr/vijesti/parlamentarni;izbori;2015/404633/Tajni;sastanak;Mosta;Ako;ovo;propadne;i;mi;cemo;uzeti;kofere;u;ruke.html …";;;;;;;;;;;;;;;;;
vecernji_list;2015/11/13;1;0;"Božo Petrov: Nitko iz ⁰Mosta nije ⁰znao za ⁰sastanak Prgometa s Milanovićem http://bit.ly/1SpHkTM ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
vj3ran;2015/11/13;0;0;"Dosadan vam ovaj #Hrkljus #izboriHR";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dpozaric;2015/11/13;1;1;"Želi biti predsjednik Vlade RH sa 16 mandata. Vrlo ozbiljno. Kao i zahtjevi da javnost popusti pritisak. #plačinešto #izboriHR";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
marko_boko;2015/11/13;0;2;"Btw tko jos vjeruje u bajke o novim #izboriHR ?151 upravo osvojena saborska penzija da se prokocka?Kako da ne, nisu ni oni veslo sisali.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
marko_boko;2015/11/13;0;4;"Stavljan 100 kn na SDP i Most. #izboriHR";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TelegramHR;2015/11/13;4;4;"Novi broj tiskanog Telegrama: sve izborne ucjene, kombinacije, trgovine i pregovori #izboriHR pic.twitter.com/mvx3CzKwbp";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SStruna;2015/11/13;0;0;"Ko to tamo peva. Most se ruši. #izboriRH http://youtu.be/Pa;fuh1Vnw8 ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Twitexter;2015/11/13;0;1;"Ne zaboravite da se na 4 mjesta ponavljaju izbori. Zastupnica albanske manjine je za dlaku pobijedila, a HNS;ovka je. Navala na pekare.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
b0b0VK;2015/11/13;0;1;"@s_moskov I care.... ne mogu tako...što će onda izbori???";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
markojurci;2015/11/13;0;11;"Zastupnicu Mosta nitko nije zvao otkako je izabrana u Sabor. Pa jasno, prvo se dečki moraju dogovorit. Ispit kave. #izbori2015 #izboriHR";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ervodje;2015/11/13;0;1;"@NLMost sad prelazimo na SDPov model pustanja probnih balona? Pliz, navucite zavjese... #izboriHR";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dpozaric;2015/11/13;0;4;"Novi #izboriHR bi trebali biti playoff: nema kampanje, glasati samo za one koji su već prešli prag.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dpozaric;2015/11/13;3;13;"Ne vjeruj Milijanu Brkiću ni kad ti diplomu pokaže! #izboriHR";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hrki_zg;2015/11/13;0;2;"@Setka_i izbori su skupa igra, treba imati novaca za to, a sumnjam da novi izbori mogu donijeti nešto novo i bolje uz postojeći sastav ekipe";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Setka_i;2015/11/13;0;6;"Dobro, nitko ne zeli jos jednu kampanju. To stoji. Al izbori bi trebali bit svakih pol godine";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
vecernji_list;2015/11/13;1;1;"Brkić: HDZ želi integralni MOST, a ne ga rušiti http://bit.ly/1H0BuaR ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dpozaric;2015/11/13;0;2;"Ajmo opet na #izboriHR, svaka cijena za ovaj lopovski show je preniska.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mmarusic88;2015/11/13;1;4;"Brkić: Respektiramo Most i ne želimo ga rušiti, već želimo njegovu integraciju. Ma daj? #politikahr #izboriHR pic.twitter.com/dAzey5GqbV";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
lijepanasa;2015/11/13;0;0;"Vecernji Milanović SDP;ovcima rekao da je blizu 70 potpisa i da su u boljoj situaciji od HDZ;a http://bit.ly/1kSKPHf ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SibenikIN;2015/11/13;0;0;"Komentar aktualne situacije http://fb.me/5cB0YZene ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
vijestihr;2015/11/13;1;1;"'Prgometovi ljudi' nisu pozvani na @NLmost sastanak: 'Nazvali me nakon objave na vijesti.hr http://ow.ly/UCrIC  pic.twitter.com/krLvbvYXoK";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
saramaddow;2015/11/13;0;7;"Sastavljaju program NAKON izbora, žele premijersku poziciju sa 19 mandata, ni jednom se nisu svi zajedno sastali Prekinite srat #izboriHR";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
balkan021;2015/11/13;1;2;""Neslužbeno, Milanović je jedini govorio na sastanku." A ostali su klimali glavom #respect #izboriHR http://www.index.hr/mobile/clanak.aspx?category=vijesti&id=855748 …";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JelkicaB;2015/11/13;0;1;"Slabo mi nesto danas tvitate o #politikaHR i #izboriHR :)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fruska_gorica;2015/11/13;0;1;"@begeckanana Bliže se izbori, a i naš novi sajt, možda nešto sredimo :) To ni ja tačno ne znam, to mali ljudi iz radija smišljaju ;p";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SibenikIN;2015/11/13;0;0;"'Ne bježimo od odgovornosti' http://fb.me/7EsvvN5ad ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
vijestihr;2015/11/13;1;0;". @NLmost zastupnica Rusak: 'Nazvali su me tek nakon što sam se povjerila RTL;u' http://ow.ly/UCopc ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VrloSlican;2015/11/13;0;0;"Jao kad budu izbori pa kad bude na tviteru ko je za koga glasao pa kad ovaj monstrum opet dobije vecinu a svima kao lose i niko ga ne voli";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
kmacan;2015/11/13;0;1;"#izboriHR Politicki tajnik HDZ;a Tomislav Culjak u petak je rekao kako u njegovoj stranci od ponedjeljka ocekuju... http://fb.me/7wHXdAuzy ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
pogledizstklma;2015/11/13;0;0;"A komunikacija unutar stranke? Nju je @NLMost vec otpisao? http://www.24sata.hr/politika/zastupnica;mosta;u;vakuumu;sam;nitko;mi;nista;ne;govori;446853 … #izbori2015";;;;;;;;;;;;;;;;;;;;;
vecernji_list;2015/11/13;0;1;"Tomislavu Karamarku položaj ovisi o Mostu, Zoran Milanović miran http://bit.ly/1MbS9XT ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
tuskanica;2015/11/13;1;2;"Novi izbori? Koliko ono kostaju jedni izbori? 120 milijuna kuna? Nama za novu knjiznicu treba 70ak... #samokazem";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
lonto12;2015/11/13;0;4;"@zsprajc #izboriHR https://twitter.com/johnnybstard/status/665204665399812097 …";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
lonto12;2015/11/13;2;8;"u zagreb stvari dosla srediti @FrankaOreb. vlada ce se formirati max. do nedjelje. #izboriHR";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nevenbarkovic;2015/11/13;7;42;"Kad čujem Darinka Kosora kako se poziva na pokojnog Vladu Gotovca, malo si povratim u usta. #izboriHR";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MaroAlavanja;2015/11/13;0;4;"Najveći bed u cijeloj priči je što Arsen Bauk nije na tviteru #izboriHR";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KAportal;2015/11/13;0;0;"Signali nad gradom: Izbori kao crveno ili crno na ruletu http://kaportal.rtl.hr/kolumne/signali/izbori;rulet …";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kostarika9191;2015/11/13;0;5;"Kada je Premijer danas rekao da je spreman da se povuce,video sam opet komentare opozicije da to uradi sto pre a mole boga da ne budu izbori";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24sata_HR;2015/11/13;0;4;"Petrov SDP;ovcima: 'HDZ će puknuti ako ne bude u Vladi...' http://bitly.com/1MGqmQX  #izboriHR #izbori2015 pic.twitter.com/FZyQrgZVPZ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
vijestihr;2015/11/13;1;1;"Priopćenje @NLmost: Ne bježimo od odgovornosti, pritisak javnosti je neprihvatljiv http://ow.ly/UCdSB  #izboriHR pic.twitter.com/Q1KRV2cpRR";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dpozaric;2015/11/13;0;5;"Darinko Kosor ostaje uz Kalamarka Lignjića i kaže da su HSLS;ovci časni ljudi. Vlado Gotovac se okreće u grobu :;( #izboriHR";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
euinside;2015/11/13;0;0;"One Bridge, Many Rivers #Croatia #izbori2015 http://euinsi.de/1iuG  via @euinside";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
StarMo_Portal;2015/11/13;0;0;"Izetbegović: Mora se pronaći način da se održe izbori u Mostaru http://www.starmo.ba/mostar2/item/47422;izetbegovic;mora;se;pronaci;nacin;da;se;odrze;izbori;u;mostaru.html#.VkYKAXuuprs.twitter …";;;;;;;;;;;;;;;;;;;;
maltafirstnews;2015/11/13;0;0;"Večernji list Grmoja: Nećemo zvati Prgometa na klauzuru Mosta, Lovrinović: Novi izbori? Sve je mogućeVečernji... http://fb.me/4Usoa4763 ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
talajlama;2015/11/13;0;0;"Rimski vojnici odvode Božu nakon Draginog poljupca #izborihr pic.twitter.com/qm8w0dCmiX";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
radojemiletic;2015/11/13;0;1;"Ne znam kako mislite da su izbori dobra stvar kad, kako god se oni zavrsili, nekog razumnog na vlasti imati necemo.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IvanIli4;2015/11/13;13;29;"Чули да се неки опозициони "лидери" у #Srbija у јавности радују наредним #izbori . :) pic.twitter.com/mzIMlg4qWM";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
vecernji_list;2015/11/13;2;1;"Gordana Rusak: U vakuumu sam, nitko mi ništa ne govori http://bit.ly/1MbMwc5 ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AlexaTodorovic;2015/11/13;0;1;"MMF: Srbija ima najmanji rast i najviši javni dug / izbori izbori izbori :;) http://www.kurir.rs/mmf;srbija;ima;najmanji;rast;i;najvisi;javni;dug;clanak;2016753 …";;;;;;;;;;;;;;;;;;;;
tanja_henry;2015/11/13;0;6;""Ako vam se ne sviđa, birajte druge! ; Je l' to znači da će biti izbori? ; Nemojte vi sad meni tu odma' na dnevno;političke teme!" Pahahaha";;;;;;;;;;;;;;;;;;;;;;;;;;;;
N1infoBG;2015/11/13;0;0;"Putin: Turski tok ne gubi dinamiku, na tempo uticali izbori u Turskoj http://bit.ly/1Sp80Uv ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
vecernji_list;2015/11/13;0;0;"'Nerealan je i neprihvatljiv pritisak javnosti na donošenje odluka o novoj Vladi' http://bit.ly/1MbHFrm ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dvogled;2015/11/13;0;1;"@somboracmarko da :) super nema je izvini samo ne izbori sa crnim dzipovima";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
somboracmarko;2015/11/13;4;23;"osecamo rast, super nam je, radosni smo #ne_izbori_kad_mu_se_cefne";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
XhabirDeralla;2015/11/13;0;0;"Анкета на ЦИВИЛ: Не се создаваат услови за слободни избори во Македонија http://civil.org.mk/ankta;na;zivil;n;s;sozdavaat;uslovi;za;slobodni;izbori;vo;makdonia/?lang=mk …";;;;;;;;;;;;;;;;;;;;
cRo4Ti4;2015/11/13;0;1;"#politikahr #izborihr #izbori2015 Poštovana #hrvatska Predsjednice @KolindaGK #PRHKGK obratite se narodu u svezi situacije odgovornosti";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
davor_bor;2015/11/13;0;1;"Priča se priča da idu izbori https://twitter.com/senatodorovic/status/664883975324893184 …";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
pogledizstklma;2015/11/13;0;0;"Narod ima onu vladu i sabor koji je izglasan. I sto se sad zalite? #izbori2015 Nije mi jasno. #politikahr";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
crotsunami;2015/11/13;0;0;"Planovi i opcije: Most nije podijeljen, novi izbori sve realniji ; http://www.crotsunami.com/vijesti/hrvatska/planovi;i;opcije;most;nije;podijeljen;novi;izbori;sve;realniji/ …";;;;;;;;;;;;;;;;;;;;;
vijestihr;2015/11/13;0;0;"Zastupnica Rusak ( @NLMost) za RTL: Nitko me nije kontaktirao, ni @dragoprgomet ni mostovci. To je nedopustivo! http://ow.ly/UBSH5 ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZeljkoPavlic;2015/11/13;0;0;"'U prednosti smo jer ne uvjetujemo Karamarka kao mandatara' | tportal.hr http://www.tportal.hr/vijesti/parlamentarni;izbori;2015/404567/Kosor;Ostajemo;do;kraja;uz;Karamarka;nema;Vlade;sa;SDP;om.html …";;;;;;;;;;;;;;;;;;;
Portal24Me;2015/11/13;0;0;"Dogovor sa Mostom ili novi izbori http://portal24.me/dogovor;sa;mostom;ili;novi;izbori …";;;;;;;;;;;;;;;;;;;;;;;;;;
KapitalacTwitt;2015/11/13;1;2;"(PRIJELOMNA VIJEST) Lovrinović izbačen iz MOST;a http://wp.me/p289Ng;1aV  #politikahr #MOST #izbori2015";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BankaMagazine;2015/11/13;1;0;"Hodie mihi, cras tibi #blog Žarka Puhovskog http://ow.ly/UBIwh  #izboriHR #izbori2015 pic.twitter.com/WyNx7TdFje";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BetaNewsAgency;2015/11/13;0;0;"Nisu isključeni novi izbori u Hrvatskoj? http://bit.ly/1ln1uU2  pic.twitter.com/S256zLFETe";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SlobaGeorgiev;2015/11/13;2;11;"Izbori su bili pre samo 1,5Y Građani da zahtevaju od Vlade ostvarivanje prava Mediji da pritiskaju Vladu i kontrolišu njen rad Dovoljno je";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HuzHtv;2015/11/13;0;0;"U očekivanju odgovora @HDZ001 @SDPHrvatske #izboriHR https://twitter.com/NLMost/status/665166689571643393 …";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ofucana;2015/11/13;0;14;"Mislim da nam se približavaju neki izbori zapratile su me sve partije";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KratkeVijesti;2015/11/13;0;0;"Iz »Mosta« poručuju : Sve je moguće, i novi izbori u Hrvatskoj http://ift.tt/1NuJhdP  #Vijesti #BiH";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CKokanovic;2015/11/13;1;2;"Ako se uskoro ne održe izbori, Advokatska komora Beograda će se pretvoriti u naslednu monarhiju @advokatibeograd pic.twitter.com/cfiszWUfVJ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
tportal;2015/11/13;0;1;"Što nam iz veleposlanstva SAD;a kažu o sastanku s Prgometom? http://www.tportal.hr/vijesti/parlamentarni;izbori;2015/404601/Americko;veleposlanstvo;komentiralo;sastanak;s;Prgometom.html …";;;;;;;;;;;;;;;;;;;;;;;
SticVilinstic;2015/11/13;0;4;"Karamarku ni Alex Braun ne bi pomogao. #politikahr #izboriHR";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
tenaprelec;2015/11/13;0;0;"Vrdoljak ( @SDPHrvatske) announced that new talks with @NLMost are scheduled for Tuesday. Hopes to form a government #izboriHR";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
balkan021;2015/11/13;0;0;""Nije problem gospodine Prgometu što ste se s ikim našli, problem je što ste nas slagali." #izboriHR http://www.dalmacijanews.hr/clanak/8nic;petrina;za;dalmacija;news;ne;treba;mi;jedan;idiot;s;titulom;dr;da;me;j;u;mozak …";;;;;;;;;;;;;;
balkan021;2015/11/13;0;0;""Ne treba mi jedan idiot s titulom dr. da me j... u mozak!" #izboriHR http://www.dalmacijanews.hr/clanak/8nic;petrina;za;dalmacija;news;ne;treba;mi;jedan;idiot;s;titulom;dr;da;me;j;u;mozak …";;;;;;;;;;;;;;
vecernji_list;2015/11/13;1;0;"Bandić: Moja dva mandata neće biti bačena u praznu kantu http://bit.ly/1QAi6Uj ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
tenaprelec;2015/11/13;0;1;"...and 24%, the largest share, think there will be new elections. (via @kmacan) #izboriHR #Croatia pic.twitter.com/TVPfpmePTO";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
tenaprelec;2015/11/13;0;0;"Meanwhile, 28.5% of public opinion wants @NLMost to form a coalition with @SDPHrvatske (via @kmacan)... #izboriHR pic.twitter.com/vKRWCw2rFb";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
anja_nez;2015/11/13;1;3;"Petkom samo dobra muzika ;;> http://bit.ly/1iYXHdL  @ziherhr #izboriHR";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
vijestihr;2015/11/13;0;1;". @NLmost: Za nas su @SDPHrvatske i @HDZ001 što se tiče ekonomije kao jaje jajetu! http://ow.ly/UBEQ9  pic.twitter.com/zU8OM9IhV7";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s_moskov;2015/11/13;1;3;"Kako smo od "praznika demokracije" preko "parade demokracije" završili u "cirkusu demokracije"? #samopitam #izbori2015";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nbakic;2015/11/13;0;1;";;; Demokracija!! Ovi su izbori bili veliki napredak u demokraciji u Hrvata. Ali sjetimo se sada pok. Vlatka... http://fb.me/6UJoriDje ";;;;;;;;;;;;;;;;;;;;;;;;;;;;
RMartinovic;2015/11/13;0;3;""Merkelova saterana u ćošak, puč se već dogodio" Nece je obarati. CDU ne odgovaraju izbori nikako, a Sojble nije kapacitet za kancelara";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ivan_s_chapter;2015/11/13;1;8;"#izbori2015 #izborihr pic.twitter.com/hUyRKw6Wp4";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SibenikIN;2015/11/13;0;0;"Karamarko pobjegao od novinara http://fb.me/7vKvpILZv ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
juznevesti;2015/11/13;0;0;"Perišić: Nema prenosa, izbori nisu problem http://www.juznevesti.com/Politika/Perisic;Nema;prenosa;izbori;nisu;problem.sr.html …";;;;;;;;;;;;;;;;;;;;;;;;;;
tihanaculjak;2015/11/13;1;4;""Imam 1.100 nedgovorenih SMS;ova." Zoki piši mu na Viber! #prgomet #izboriHR";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Zoon_Politikon0;2015/11/13;0;3;"Ljudi su dobri, loši su izbori.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1dalmat;2015/11/13;0;1;"Samo nam još fale novi izbori! Kao Most nakon toga nebi morao nekom dati p....! #izboriHR #epicFail";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mborasmandic;2015/11/13;0;9;"Gorski kotar lijep i kada nisu #izbori2015 pic.twitter.com/fOHEuyMLTC";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
trtavrta;2015/11/13;0;2;"I pogresni izbori nas nekad odvedu na pravo mjesto.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1dalmat;2015/11/13;0;1;"Sve više iman filing da bi se Mostaši j.... a da im ne uđe! :/ #izboriHR";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JelkicaB;2015/11/13;0;0;"Twitter zono kaj se dogadja? Sto sam propustila? #izboriHR";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tonko35;2015/11/13;0;0;"EKSKLUZIVNO Glavašev HDSSB uz Milanovića: 'Ne želimo da se ponavljaju izbori, imaju našu podršku... http://fb.me/5lrbNhjlt ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NedeljnikNIN;2015/11/13;0;0;"Izbori u Hrvatskoj: Preko Mosta do vlasti http://www.nin.co.rs/pages/article.php?id=97768 … #NedeljnikNIN pic.twitter.com/kx8GJnRwhM";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RatkoSimic;2015/11/13;1;4;"Očito su Kosora uhvatili u pokušaju pretrčavanja pa sad na sav glas viče: Ja volim TK, ja volim TK... da se kao opere. #HSLS #Most #izborihr";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SEEbiz_;2015/11/13;1;0;"Lovrinović: Ovo je pet ključnih reformi koje traži Most http://www.seebiz.eu/lovrinovic;most;ce;inzistirati;na;pet;kljucnih;reformi/ar;124085/ … #lovrinovic #most #izboriHR #politikahr @NLMost";;;;;;;;;;;;;;;;;;;;;;;
vijestihr;2015/11/13;1;1;"Kosor optužio @SDPHrvatske: 'Milanović razbija @NLmost metodama iz totalitarnih vremena' http://ow.ly/UBwcC  pic.twitter.com/qQKaao4q7q";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
vecernji_list;2015/11/13;2;2;"'Ne iskoristimo li 2016. godinu za reforme Hrvatskoj prijeti bankrot' http://bit.ly/1SoMQWv ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MarioProfaca;2015/11/13;0;0;"#Prgomet : #Milanović više nema moj glas, bolje novi. #izbori http://hr.n1info.com/a84799/Video/Prgomet;Milanovic;vise;nema;moj;glas;bolje;novi;izbori.html …";;;;;;;;;;;;;;;;;;;;;;;
shokre_hrvoje;2015/11/13;0;5;"#samopitam se da li će se tolerantni&urbani hrvati selit kad sdp objavi da se udružuju sa crnokošuljašima #izboriRH";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
kmacan;2015/11/13;0;0;"#izboriHR Predsjednik HSLS;a Darinko Kosor rekao je danas da njegova stranka do kraja ostaje uz Domoljubnu... http://fb.me/1T0mAFnSh ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
vecernji_list;2015/11/13;0;1;"Vrdoljak: U utorak sastanak koalicije Hrvatska raste s Mostom http://bit.ly/1QA80Tm ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
novilisthr;2015/11/13;0;1;"Nostradamus ili izdajnik ; Komentar Branka Mijića / Novi list http://novilist.hr/Komentari/Kolumne/Komentar;Branka;Mijica/Nostradamus;ili;izdajnik … via @novilisthr #izboriHR";;;;;;;;;;;;;;;;;;;;;;;;;;
aa_balkans;2015/11/13;0;0;"Hrvatska: Dogovor sa Mostom ili novi parlamentarni izbori #AA pic.twitter.com/mARe4FwoJc";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JozoGazda;2015/11/13;0;3;"Nema više zajebancije,D.Kosor je zapritija!http://www.vecernji.hr/izbori2015/darinko;kosor;hsls;do;kraja;ostaje;uz;domoljubnu;koaliciju;1037272 …";;;;;;;;;;;;;;;;;;;;;;
kmacan;2015/11/13;0;1;"#izboriHR tako nekako izgleda ; možda se uozbilje http://fb.me/2OxA1gc6q ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FaktorMk;2015/11/13;0;0;"Пргомет: Ако мојот глас биде пресуден, фер е да се оди на нови избори! http://goo.gl/mQuC18 ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
vanlogike;2015/11/13;0;3;"#onokad keva smota pitu toliko dobru da zaboraviš na to da već 6 dana traju drame oko #izboriHR";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DalmatinskiP;2015/11/13;0;0;"Gabrić: Živi zid će ući u koaliciju ako se ponove izbori http://bit.ly/1SNthYU  #izboriHR";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
marko_boko;2015/11/13;1;4;"U pauzi analitičkih mudrolija o #izboriHR ; dođite na naš benefi za #izbjeglice,njima je teško sa Zokom i sa Božom. pic.twitter.com/CYx6NRu0Nk";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ArrCetinje;2015/11/13;0;2;"Obilježili smo drugi rođendan posjetom srednjoškolaca iz Bara, i zanimljivim predavanjem na temu:"Izbori u Americi". pic.twitter.com/kSnRaRaO2u";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EP_Zagreb;2015/11/13;2;1;"#EnergetskaUnija, #izbjeglice, #ekonomija, #Grčka, Europski izbori: pogledajte presjek tjedna u EP https://amp.twimg.com/v/bec61e12;45c3;4256;a71a;fbf6d51487a5 …";;;;;;;;;;;;;;;;;;;;;;;;;;;
TajanaKorkyra;2015/11/13;0;0;"I u Kotromanovica je valjda sezona Big brothera #izboriHR";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Komentar_Dana;2015/11/13;2;3;"Čemu služe izbori na kojima kreteni glasaju kao nogometni navijači, vjerni svom klubu što god on činio. Da im pobiju obitelj, isto bi bilo..";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24sata_HR;2015/11/13;0;0;"Iz Mosta su otvoreno poručili: Sve je moguće, pa i novi izbori http://bitly.com/1iYSuCP ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
vecernji_list;2015/11/13;0;0;"Karamarko nije davao izjave, Tepeš: Milanović je razbijač Mosta http://bit.ly/1WQlcZb ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tonko35;2015/11/13;0;0;"Ako nema dogovora Oporbe, ONI NOVI IZBORI su jedino demokratsko i pravo rješenje, A koje poštuje iskazanu volju... http://fb.me/4YySS9dNK ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jazmaj1;2015/11/13;3;9;"Vizionari... http://www.24sata.hr/prigoda/poruka/ja;zmaj;9746/ … #izboriHR pic.twitter.com/4n2OHGrh5m";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KratkeVijesti;2015/11/13;0;0;"Hrvatska: Dogovor sa Mostom ili novi parlamentarni izbori http://ift.tt/1QlMen0  #Vijesti #BiH";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
pogledizstklma;2015/11/13;0;0;"Haha. @SDPHrvatske i @HDZ001 bi mozda trebali prepustiti @NLMost da formira manjisku vladu. I pustit ih da se znoje . #izbori2015";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dariomarkas;2015/11/13;0;2;"Slažete li se s našim Markom Špoljarom? #izboriHR #politikahr https://twitter.com/vecernji_list/status/665125452609159168 …";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JelkicaB;2015/11/13;0;2;"Imamo li na petak 13. 13. Vladu?? #izboriHR";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
vecernji_list;2015/11/13;0;1;"Dva su izlaza: politička korupcija par excellence ili novi izbori http://bit.ly/1OIesIB ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AntonioSiber;2015/11/13;1;0;"Večeras u "Petom danu", #HRT3, 21:05: #Izbori2015 , #izboriHR and all that. Ukoliko se o tome uopće može nešto reći nakon svega izrečenog.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
